ID,Full_Date_Collected,Month_Collected,Collectors,Weather,County,Locality,GPS_Cords,Time_Collected,Temp_When_Captured_F,Sex,Genus,Species,Date_Ran,Vial#_orControl,Mass_Before_CTmin_g,TC_CTmin_orControl,Start_Time_CTmin,End_Time_CTmin,CTmin_C,Mass_After_CTmin_g,TC_CTmax_orControl,Start_Time_CTmax,End_Time_CTmax,CTmax_C,Mass_After_CTmax_g,Vial_Mass_g,Field_Notes,Bee_Notes,Data_Notes
AMV0185,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:22,78,Male,Andrena,And. miserabilis,2023-Apr-12,14,6.6749,14,15:47,16:31,2.87,6.6752,14,17:27,18:08,43.41,6.6745,6.6660,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0186,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:23,78,,Andrena,,2023-Apr-12,5,6.6951,5,15:47,16:43,-0.10,6.6956,5,17:27,18:22,47.73,6.6942,6.6721,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0187,2023-Apr-12,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",14:27,78,Male,Andrena,And. fenningeri,2023-Apr-12,21,6.6559,21,15:47,16:31,4.94,6.6565,21,17:27,18:19,46.49,6.6550,6.6418,,,"CONSIDER NOT USING THIS DATA. CTmax machine did not ramp for some reason, after changing our TO1 to be one higher than the plate temp it worked for some reason, just to note the larger time difference between both trials"
AMV0188,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:47,71,Female,Andrena,,2023-Apr-16,11,6.6456,11,13:38,14:28,-1.47,6.6468,11,14:50,15:34,44.27,6.6423,6.6207,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Bee started to coil in on itself into a ball and speadicaly spasm around the vial so I called its CTmax (Maybe too early?)."
AMV0189,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:51,71,Female,Andrena,,2023-Apr-16,13,6.6060,13,13:38,14:26,-1.71,6.6064,13,14:50,15:38,45.61,6.6027,6.5813,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Bee started to coil in on itself into a ball and speadicaly spasm around the vial so I called its CTmax (Maybe too early?)."
AMV0190,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:52,71,Female,Andrena,,2023-Apr-16,20,6.6440,20,13:38,14:26,-0.81,6.6444,20,14:50,15:46,49.47,6.6409,6.6282,,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0191,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:58,71,Female,Andrena,,2023-Apr-16,17,6.6247,18,13:38,14:25,-0.47,6.6250,17,14:50,15:45,49.95,6.6212,6.6066,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0192,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:00,71,Female,Andrena,,2023-Apr-16,8,6.6631,8,13:38,14:23,0.88,6.6631,10,14:50,15:45,49.33,6.6589,6.6413,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0193,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:03,71,Female,Andrena,,2023-Apr-16,22,6.5731,22,13:38,14:27,0.28,6.5734,22,14:50,15:44,47.21,6.5698,6.5547,,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0194,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:04,71,Female,Andrena,,2023-Apr-16,6,6.6301,7,13:38,14:19,2.78,6.6300,7,14:50,15:39,46.92,6.6259,6.6067,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Bee started to coil in on itself into a ball and speadicaly spasm around the vial so I called its CTmax (Maybe too early?)."
AMV0195,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:07,71,Female,Andrena,,2023-Apr-16,Control1,6.7355,Control1,NA,NA,NA,6.7352,Control1,NA,NA,NA,6.7328,6.7140,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0196,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:10,71,Female,Andrena,,2023-Apr-16,15,6.6520,15,13:38,14:20,0.81,6.6520,15,14:50,15:36,45.68,6.6486,6.6293,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Bee started to coil in on itself into a ball and speadicaly spasm around the vial so I called its CTmax (Maybe too early?)."
AMV0197,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:13,71,Female,Andrena,,2023-Apr-16,2,6.6918,3,13:38,14:21,3.13,6.6915,2,14:50,15:47,49.25,6.6878,6.6668,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0198,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:21,73,Female,Andrena,,2023-Apr-16,Control2,6.7185,Control2,NA,NA,NA,6.7179,Control2,NA,NA,NA,6.7155,6.6934,Full pollen baskets on legs,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0199,2023-Apr-16,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",12:22,73,Female,Andrena,,2023-Apr-16,4,6.6334,4,13:38,14:27,1.00,6.6334,4,14:50,15:46,48.42,6.6285,6.6114,,,"FIRST TIME DOING THIS ALONE, take data with a grain of salt. Had the usual CTmax cue where they flipped and legs splayed out and twitched independently of each other."
AMV0200,2023-Apr-17,April,Alejandro_Medina_Valencia,Sunny,Centre,Holmes_Foster_Park,"40.7841096, -77.8640188",11:41,71,Female,Nomada,Nom. illinoensis,2023-Apr-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brought to identify with Sarah, believe its a nomada but want verification",,"Exclue in data analysis, just brought over for identification"
AMV0201,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:11,56,,Andrena,,2023-Apr-19,6,6.6260,12,15:25,16:11,-0.88,6.6257,2,16:42,NA,NA,6.6226,6.6052,,,Missed CTmax cue so did not record CTmax
AMV0202,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:13,56,,Andrena,,2023-Apr-19,3,6.6766,3,15:25,NA,NA,6.6761,3,16:42,17:37,47.67,6.6738,6.6574,,,Missed CTmin cue so did not record a CTmin
AMV0203,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:14,56,,Andrena,,2023-Apr-19,19,6.6271,19,15:25,NA,NA,6.6269,19,16:42,17:37,48.95,6.6245,6.6043,,,Missed CTmin cue so did not record a CTmin
AMV0204,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:18,56,,Andrena,,2023-Apr-19,9,6.6366,9,15:25,16:11,-1.10,6.6361,15,16:42,17:37,46.98,6.6333,6.6158,,,
AMV0205,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:20,56,,Andrena,,2023-Apr-19,23,6.6202,24,15:25,NA,NA,6.6195,10,16:42,NA,NA,6.6187,6.5933,,,"Missed CTmin cue so did not record a CTmin, Died during CTmax DO NOT USE THIS BEE FOR DATA"
AMV0206,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:26,57,,Andrena,,2023-Apr-19,14,6.6860,14,15:25,NA,NA,6.6852,14,16:42,17:37,47.57,6.6821,6.6638,,,Missed CTmin cue so did not record a CTmin
AMV0207,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:28,57,,Andrena,,2023-Apr-19,13,6.6061,13,15:25,NA,NA,6.6057,13,16:42,17:33,47.33,6.6036,6.5846,,,Missed CTmin cue so did not record a CTmin
AMV0208,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:29,57,,Andrena,,2023-Apr-19,17,6.6404,21,15:25,NA,NA,6.6399,17,16:42,17:37,49.39,6.6370,6.6161,,,Missed CTmin cue so did not record a CTmin
AMV0209,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:31,57,,Andrena,,2023-Apr-19,Control2,6.7146,Control2,NA,NA,NA,6.7139,Control2,NA,NA,NA,6.7131,6.6922,,,"Missed CTmin cue so did not record a CTmin, Missed CTmax cue so did not record CTmax"
AMV0210,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:42,57,,Andrena,,2023-Apr-19,11,6.6809,11,15:25,16:11,-1.04,6.6804,11,16:42,17:30,46.87,6.6769,6.6561,,,
AMV0211,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:51,58,,Andrena,,2023-Apr-19,22,6.5758,22,15:25,NA,NA,6.5753,22,16:42,17:37,46.48,6.5729,6.5540,,,Missed CTmin cue so did not record a CTmin
AMV0212,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:52,58,,Andrena,,2023-Apr-19,4,6.6387,4,15:25,16:09,1.05,6.6382,4,16:42,17:37,45.77,6.6351,6.6110,,,
AMV0213,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:53,58,,Andrena,,2023-Apr-19,16,6.7391,16,15:25,16:10,-0.20,6.7388,16,16:42,NA,NA,6.7367,6.7179,Full pollen baskets,,Missed CTmax cue so did not record CTmax
AMV0214,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",13:54,58,,Andrena,,2023-Apr-19,7,6.6578,7,15:25,16:04,2.66,6.6574,12,16:42,17:37,48.89,6.6554,6.6351,Full pollen baskets,,
AMV0215,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",14:02,58,,Andrena,,2023-Apr-19,18,6.6829,18,15:25,NA,NA,6.6825,18,16:42,NA,NA,6.6799,6.6645,,,"Missed CTmin cue so did not record a CTmin, Missed CTmax cue so did not record CTmax"
AMV0216,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",14:03,58,,Andrena,,2023-Apr-19,Control1,6.7341,Control1,NA,NA,NA,6.7332,Control1,NA,NA,NA,6.7316,6.7109,,,"Missed CTmin cue so did not record a CTmin, Missed CTmax cue so did not record CTmax"
AMV0217,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",14:04,58,,Andrena,,2023-Apr-19,20,6.6555,20,15:25,NA,NA,6.6551,20,16:42,17:37,48.31,6.6524,6.6269,,,Missed CTmin cue so did not record a CTmin
AMV0218,2023-Apr-19,April,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Green_Hollow_Park,"40.8057900, -77.9071889",14:05,58,Male,Andrena,And. miserabilis,2023-Apr-19,1,6.6644,1,15:25,NA,NA,6.6640,1,16:42,17:25,42.40,6.6621,6.6512,Only male caught today,,Missed CTmin cue so did not record a CTmin
AMV0219,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:09,67,Female,Osmia,Osm. cornifrons,2023-May-07,10,6.6951,11,14:46,15:34,-1.64,6.6944,10,16:00,17:06,55.43,6.6855,6.6349,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0220,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:15,66,Female,Osmia,Osm. cornifrons,2023-May-07,12,6.6595,12,14:46,15:32,-0.94,6.6576,12,16:00,17:04,55.43,6.6508,6.6115,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0221,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:16,66,Female,Osmia,Osm. cornifrons,2023-May-07,Control1,6.8277,Control1,NA,NA,NA,6.8272,Control1,NA,NA,NA,6.8253,6.7761,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0222,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:20,66,Female,Osmia,Osm. cornifrons,2023-May-07,5,6.7429,5,14:46,15:33,1.07,6.7421,5,16:00,17:06,52.65,6.7338,6.6846,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0223,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:26,66,Female,Osmia,Osm. cornifrons,2023-May-07,7,6.7018,7,14:46,15:34,-1.39,6.7012,11,16:00,17:02,54.34,6.6934,6.6359,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0224,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:26,66,Female,Osmia,Osm. cornifrons,2023-May-07,17,6.6569,16,14:46,15:30,1.11,6.6565,17,16:00,16:56,50.67,6.6516,6.6010,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0225,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:26,66,Female,Osmia,Osm. cornifrons,2023-May-07,14,6.7157,14,14:46,15:32,-1.19,6.7132,14,16:00,17:03,53.69,6.7042,6.6481,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0226,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:32,66,Female,Osmia,Osm. cornifrons,2023-May-07,3,6.7298,3,14:46,15:35,0.09,6.7294,3,16:00,17:05,52.72,6.7203,6.6633,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0227,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:33,66,Female,Osmia,Osm. cornifrons,2023-May-07,21,6.7196,21,14:46,15:35,-0.31,6.7188,21,16:00,NA,NA,6.7108,6.6538,Caught while going into bee hotel,,"Died during CTmax, did not record its CTmax data. Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0228,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:39,67,Female,Osmia,Osm. cornifrons,2023-May-07,23,6.6587,24,14:46,15:34,-0.49,6.6582,22,16:00,17:03,51.98,6.6500,6.6021,Caught while going into bee hotel,,"Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0229,2023-May-07,May,Alejandro_Medina_Valencia,Cloudy_Rain,Centre,Grays_Dale,"40.8104784, -77.9457473",13:40,67,Female,Osmia,Osm. cornifrons,2023-May-07,19,6.6725,19,14:46,15:33,-0.88,6.6718,19,16:00,NA,NA,6.6625,6.6063,Caught while going into bee hotel,,"Died during CTmax, did not record its CTmax data. Recording data alone so take with a grain of salt, Bees were sluggish after CTmax so may have missed first cues"
AMV0230,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:54,63,Female,Osmia,Osm. cornifrons,2023-May-10,8,6.6665,8,13:43,14:31,-2.30,6.6662,10,14:57,15:54,48.99,6.6602,6.6055,Caught while going into bee hotel,,
AMV0231,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:57,63,Female,Osmia,Osm. cornifrons,2023-May-10,22,6.6189,22,13:43,14:33,-1.87,6.6185,22,14:57,16:07,53.37,6.6081,6.5500,Caught while going into bee hotel,,
AMV0232,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:58,63,Female,Osmia,Osm. cornifrons,2023-May-10,16,6.8014,16,13:43,14:32,-2.06,6.8002,16,14:57,15:51,47.39,6.7935,7.7378,Caught while going into bee hotel,*Bee was dying after CTmax,
AMV0233,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:02,63,Female,Osmia,Osm. cornifrons,2023-May-10,21,6.7067,21,13:43,14:33,-1.51,6.7066,21,14:57,16:08,53.46,6.6954,6.6470,Caught while going into bee hotel,,
AMV0234,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:04,63,Female,Osmia,Osm. cornifrons,2023-May-10,6,6.6659,7,13:43,14:31,-2.17,6.6659,3,14:57,15:55,47.39,6.6603,6.6105,Caught while going into bee hotel,,
AMV0235,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:09,63,Female,Osmia,Osm. cornifrons,2023-May-10,19,6.6679,19,13:43,14:31,-2.16,6.6678,19,14:57,16:04,53.33,6.6594,6.6029,Caught while going into bee hotel,,
AMV0236,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:10,63,Female,Osmia,Osm. cornifrons,2023-May-10,20,6.6829,20,13:43,14:27,-0.48,6.6829,20,14:57,16:08,55.59,6.6743,6.6320,Caught while going into bee hotel,,
AMV0237,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:12,63,Female,Osmia,Osm. cornifrons,2023-May-10,9,6.7172,9,13:43,14:28,-0.28,6.7170,5,14:57,16:00,49.64,6.7098,6.6578,Caught while going into bee hotel,,
AMV0238,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:15,63,Female,Osmia,Osm. cornifrons,2023-May-10,12,6.6842,12,13:43,14:28,-1.38,6.6805,12,14:57,15:54,49.62,6.6722,6.6125,Caught while going into bee hotel,,
AMV0239,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:17,64,Female,Osmia,Osm. cornifrons,2023-May-10,2,6.7263,3,13:43,14:34,-1.40,6.7264,2,14:57,16:11,55.67,6.7178,6.6578,Caught while going into bee hotel,,
AMV0240,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:18,64,Female,Osmia,Osm. cornifrons,2023-May-10,Control2,6.7478,Control2,NA,NA,NA,6.7476,NA,NA,NA,NA,6.7456,6.6990,Caught while going into bee hotel,,
AMV0241,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:20,64,Female,Osmia,Osm. cornifrons,2023-May-10,15,6.6775,15,13:43,14:30,-2.12,6.6776,15,14:57,15:56,50.56,6.6716,6.6183,Caught while going into bee hotel,,
AMV0242,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:23,64,Female,Osmia,Osm. cornifrons,2023-May-10,4,6.6672,4,13:43,14:34,-1.37,6.6674,4,14:57,15:58,48.56,6.6599,6.6092,Caught while going into bee hotel,,
AMV0243,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:24,64,Female,Osmia,Osm. taurus,2023-May-10,17,6.7096,18,13:43,14:30,-1.69,6.7091,17,14:57,16:05,54.65,6.6981,6.6110,Caught while going into bee hotel,,
AMV0244,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:29,64,Female,Osmia,Osm. cornifrons,2023-May-10,14,6.7310,14,13:43,14:30,-2.19,6.7314,14,14:57,16:02,52.96,6.7221,6.6576,Caught while going into bee hotel,,
AMV0245,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:30,64,Female,Osmia,Osm. cornifrons,2023-May-10,11,6.6866,11,13:43,14:31,-2.56,6.6868,11,14:57,15:57,50.97,6.6801,6.6249,Caught while going into bee hotel,,
AMV0246,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:31,64,Female,Osmia,Osm. cornifrons,2023-May-10,Control1,6.7776,Control1,NA,NA,NA,6.7774,NA,NA,NA,NA,6.7750,6.7220,Caught while going into bee hotel,,
AMV0247,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:03,66,Female,Osmia,Osm. taurus,2023-May-11,15,6.7322,15,13:14,14:01,-1.63,6.7308,15,14:31,15:40,55.81,6.7138,6.6218,,,
AMV0248,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:04,66,Female,Osmia,Osm. cornifrons,2023-May-11,Control2,6.7520,Control2,NA,NA,NA,6.7505,NA,NA,NA,NA,6.7477,6.6859,,,
AMV0249,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:05,66,Female,Osmia,Osm. cornifrons,2023-May-11,5,6.7385,5,13:14,14:05,-1.12,6.7382,5,14:31,15:37,51.08,6.7320,6.6833,,,
AMV0250,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:07,66,Female,Osmia,Osm. cornifrons,2023-May-11,24,6.7307,24,13:14,14:03,-0.27,6.7303,24,14:31,15:37,51.19,6.7230,6.6743,,,
AMV0251,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:08,66,Female,Osmia,Osm. cornifrons,2023-May-11,21,6.7181,21,13:14,13:59,1.57,6.7173,21,14:31,15:37,53.20,6.7103,6.6536,,,
AMV0252,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,71,Female,Osmia,Osm. cornifrons,2023-May-11,1,6.7197,1,13:14,14:09,-2.69,6.7188,1,14:31,15:41,55.69,6.7062,6.6447,Osmia cornifrons most likely,,
AMV0253,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,71,Female,Osmia,Osm. georgica,2023-May-11,Control1,6.7592,Control1,NA,NA,NA,6.7586,NA,NA,NA,NA,6.7570,6.7127,Is this Osmia? Metallic Green/blue?,,
AMV0254,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,71,Female,Osmia,Osm. georgica,2023-May-11,3,6.7017,3,13:14,14:01,1.09,6.7015,3,14:31,15:37,51.32,6.6988,6.6706,Is this Osmia? Metallic Green/blue?,,
AMV0255,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,71,Female,Osmia,Osm. georgica,2023-May-11,6,6.6542,7,13:14,13:58,0.52,6.6539,12,14:31,15:32,51.76,6.6513,6.6147,Is this Osmia? Metallic Green/blue?,,
AMV0256,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:01,71,Female,Osmia,Osm. georgica,2023-May-11,8,6.6318,8,13:14,13:56,1.52,6.6315,14,14:31,15:38,54.21,6.6282,6.5946,Is this Osmia? Metallic Green/blue?,,
AMV0257,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:02,71,Female,Osmia,Osm. georgica,2023-May-11,10,6.6653,20,13:14,13:58,0.47,6.6652,10,14:31,15:37,53.66,6.6619,6.6326,Is this Osmia? Metallic Green/blue?,,
